month,airline_id,unique_carrier,carrier,carrier_name,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
7,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,3762872,0,0,887445,887445,4650317,4198458,1001072,5199530,8123838,0,0,2083838,2083838,10207676,9214238,2343883,11558121,2019
7,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,287984,18532,306516,0,0,0,0,0,0,597567,53308,650875,2019
7,19977,UA,UA,United Air Lines Inc.,3,163602359,76391495,54888033,33224952,164504480,328106839,164295066,164694081,328989147,318916771,149560487,106573191,68329653,324463331,643380102,320251056,324816300,645067356,2019
7,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,0,727737,727737,0,0,0,0,0,0,0,1594189,1594189,2019
7,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,41492,91090,132582,0,0,0,0,0,0,120015,263476,383491,2019
7,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,357883,3779166,4137049,0,0,0,0,0,0,747727,8858287,9606014,2019
7,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,20452,YX,YX,Republic Airline,3,27361,0,0,0,0,27361,27361,0,27361,56688,0,0,0,0,56688,56688,0,56688,2019
7,19393,WN,WN,Southwest Airlines Co.,3,182539375,0,0,2459214,2459214,184998589,182640130,2459214,185099344,362437125,0,0,5797137,5797137,368234262,362654100,5797137,368451237,2019
8,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,288920,691498,980418,0,0,0,0,0,0,1041710,1818583,2860293,2019
8,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,7072,23540,30612,0,0,0,0,0,0,27652,61083,88735,2019
8,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,21712,2HQ,2HQ,Elite Airways LLC,1,114588,0,0,0,0,114588,145383,0,145383,317125,0,0,0,0,317125,414672,0,414672,2019
8,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,370652,0,0,0,0,370652,459018,0,459018,873615,0,0,0,0,873615,1084816,0,1084816,2019
8,19917,5X,5X,United Parcel Service,3,43409000,11670000,17516000,2780000,31966000,75375000,43409000,31966000,75375000,82869000,22553000,34673000,5678000,62904000,145773000,82869000,62904000,145773000,2019
8,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,16764718,33741803,50506521,0,0,0,0,0,0,36170901,75762297,111933198,2019
8,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,23473,778506,801979,0,0,0,0,0,0,48341,2041138,2089479,2019
8,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20190,9S,9S,Southern Air Inc.,2,1251684,2364388,4516590,1848,6882826,8134510,1251684,6882826,8134510,2657455,5556135,9699503,4077,15259715,17917170,2657455,15259715,17917170,2019
8,19805,AA,AA,American Airlines Inc.,3,202894574,70336377,20270807,44174310,134781494,337676068,203192653,135003848,338196501,381039943,134812431,38814044,90720075,264346550,645386493,381593620,264788688,646382308,2019
8,20453,ABX,ABX,ABX Air Inc,2,159484,0,0,0,0,159484,159484,0,159484,0,0,0,0,0,0,0,0,0,2019
8,19930,AS,AS,Alaska Airlines Inc.,3,66006281,0,0,511217,511217,66517498,66100174,511217,66611391,137929922,0,0,1242006,1242006,139171928,138106879,1242006,139348885,2019
8,20409,B6,B6,JetBlue Airways,3,60585417,0,0,19173518,19173518,79758935,60585417,19173518,79758935,124292370,0,0,39334911,39334911,163627281,124292370,39334911,163627281,2019
8,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,19790,DL,DL,Delta Air Lines Inc.,3,205778169,87613874,33320826,23272261,144206961,349985130,206920890,144206961,351127851,391476743,166678488,63390244,44273642,274342374,665819117,394893012,274342374,669235386,2019
8,20366,EV,EV,ExpressJet Airlines LLC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20436,F9,F9,Frontier Airlines Inc.,3,25512256,0,0,520291,520291,26032547,25512256,520291,26032547,46146191,0,0,1223415,1223415,47369606,46146191,1223415,47369606,2019
8,20107,FX,FX,Federal Express Corporation,3,57600477,15042547,23085768,2110647,40238962,97839439,59321547,41058655,100380202,108349000,28487000,44810000,4671000,77968000,186317000,111635000,79758327,191393327,2019
8,20368,G4,G4,Allegiant Air,3,15347680,0,0,0,0,15347680,16090859,119327,16210186,32802872,0,0,0,0,32802872,34499210,265855,34765065,2019
8,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,94612,158323,252935,0,0,0,0,0,0,236707,414614,651321,2019
8,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,145261,210220,355481,0,0,0,0,0,0,396679,574068,970747,2019
8,19690,HA,HA,Hawaiian Airlines Inc.,3,16136273,0,7592735,0,7592735,23729008,16190448,7592735,23783183,30475345,0,14487191,0,14487191,44962536,30576646,14487191,45063837,2019
8,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,3180454,4656457,7836911,0,0,0,0,0,0,8799806,9331809,18131615,2019
8,21629,KD,KD,Western Global,2,0,0,0,0,0,0,802348,531102,1333450,0,0,0,0,0,0,1748652,1278423,3027075,2019
8,21634,KH,KH,Aloha Air Cargo,2,423687,0,0,0,0,423687,423687,0,423687,799725,0,0,0,0,799725,799725,0,799725,2019
8,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,57736,56575,114311,0,0,0,0,0,0,156971,149454,306425,2019
8,20169,L2,L2,Lynden Air Cargo Airlines,1,175233,0,0,0,0,175233,290578,18933,309511,388236,0,0,0,0,388236,668960,51135,720095,2019
8,20151,M6,M6,Amerijet International,2,0,0,0,1143201,1143201,1143201,1170963,1158873,2329836,0,0,0,2460322,2460322,2460322,2520070,2494050,5014120,2019
8,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0,0,0,0,0,0,26529,84542,111071,0,0,0,0,0,0,95400,1441243,1536643,2019
8,20108,NC,NC,Northern Air Cargo Inc.,1,320321,0,0,0,0,320321,465418,0,465418,637138,0,0,0,0,637138,913881,0,913881,2019
8,20416,NK,NK,Spirit Air Lines,3,39098822,0,0,3725737,3725737,42824559,39098822,3725737,42824559,81114551,0,0,7729426,7729426,88843977,81114551,7729426,88843977,2019
8,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20304,OO,OO,SkyWest Airlines Inc.,3,8790766,0,0,0,0,8790766,8790766,0,8790766,21267349,0,0,0,0,21267349,21267349,0,21267349,2019
8,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,386916,386916,0,0,0,0,0,0,0,860924,860924,2019
8,20100,PO,PO,Polar Air Cargo Airways,3,2215213,277803,9758768,0,10036571,12251784,2215213,10036571,12251784,4305348,596347,19332871,0,19929218,24234566,4305348,19929218,24234566,2019
8,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,5660560,0,0,465642,465642,6126202,6572865,508671,7081536,11754627,0,0,1077215,1077215,12831842,13305447,1125983,14431430,2019
8,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,462203,38169,500372,0,0,0,0,0,0,924554,106556,1031110,2019
8,19977,UA,UA,United Air Lines Inc.,3,162360183,75508731,55800390,29621923,160931044,323291227,163531864,161156564,324688428,308413848,145753696,109459063,60135055,315347814,623761662,310650235,315782939,626433174,2019
8,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,0,908243,908243,0,0,0,0,0,0,0,1956967,1956967,2019
8,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,50866,56582,107448,0,0,0,0,0,0,192018,213596,405614,2019
8,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,446849,2916847,3363696,0,0,0,0,0,0,985794,7364118,8349912,2019
8,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,20452,YX,YX,Republic Airline,3,22245,0,0,0,0,22245,22245,0,22245,46383,0,0,0,0,46383,46383,0,46383,2019
8,19393,WN,WN,Southwest Airlines Co.,3,175218927,0,0,1702372,1702372,176921299,175268660,1702372,176971032,342805103,0,0,3911530,3911530,346716633,342904670,3911530,346816200,2019
9,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,415270,592868,1008138,0,0,0,0,0,0,1430024,1166525,2596549,2019
9,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,76144,171305,247449,0,0,0,0,0,0,241376,543037,784413,2019
9,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,21712,2HQ,2HQ,Elite Airways LLC,1,59983,0,0,0,0,59983,148395,0,148395,170051,0,0,0,0,170051,508180,0,508180,2019
9,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,265824,0,0,0,0,265824,361624,0,361624,685649,0,0,0,0,685649,932749,0,932749,2019
9,19917,5X,5X,United Parcel Service,3,40870000,11611000,17578000,2688000,31877000,72747000,40870000,31877000,72747000,78729000,21978000,33721000,5508000,61207000,139936000,78729000,61207000,139936000,2019
9,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,16151077,32502107,48653184,0,0,0,0,0,0,35106509,70017869,105124378,2019
9,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,26608,792993,819601,0,0,0,0,0,0,88364,2058257,2146621,2019
9,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20190,9S,9S,Southern Air Inc.,2,1483224,1806170,4563581,2382,6372133,7855357,1483224,6372133,7855357,3168937,4260364,9141496,4944,13406804,16575741,3168937,13406804,16575741,2019
9,19805,AA,AA,American Airlines Inc.,3,181813413,67638705,19477349,34306860,121422914,303236327,182204854,121649993,303854847,345924380,129770834,36726420,68621603,235118857,581043237,346653565,235586871,582240436,2019
9,20453,ABX,ABX,ABX Air Inc,2,135237,0,0,0,0,135237,135237,0,135237,0,0,0,0,0,0,0,0,0,2019
9,19930,AS,AS,Alaska Airlines Inc.,3,58265437,0,0,412339,412339,58677776,58438446,412339,58850785,124638578,0,0,1012403,1012403,125650981,124973656,1012403,125986059,2019
9,20409,B6,B6,JetBlue Airways,3,55213771,0,0,13820935,13820935,69034706,55217487,13820935,69038422,112127451,0,0,28067386,28067386,140194837,112135306,28067386,140202692,2019
9,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,19790,DL,DL,Delta Air Lines Inc.,3,174872651,77709987,30630186,19138771,127478944,302351595,176327569,127564141,303891710,346038440,153772717,60611089,37871849,252255655,598294095,349929240,252424244,602353484,2019
9,20366,EV,EV,ExpressJet Airlines LLC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20436,F9,F9,Frontier Airlines Inc.,3,23951656,0,0,237248,237248,24188904,23951656,237248,24188904,44956844,0,0,500174,500174,45457018,44956844,500174,45457018,2019
9,20107,FX,FX,Federal Express Corporation,3,50173214,15833052,22022838,1944140,39800030,89973244,51632985,40856222,92489207,95907000,30802000,42649000,4108000,77559000,173466000,98738055,79999000,178737055,2019
9,20368,G4,G4,Allegiant Air,3,9559460,0,0,0,0,9559460,10437749,96221,10533970,20468604,0,0,0,0,20468604,22545157,216912,22762069,2019
9,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,255268,117077,372345,0,0,0,0,0,0,617906,311012,928918,2019
9,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,311216,193027,504243,0,0,0,0,0,0,841790,522107,1363897,2019
9,19690,HA,HA,Hawaiian Airlines Inc.,3,15017176,0,7545606,0,7545606,22562782,15139018,7545606,22684624,28680909,0,14159401,0,14159401,42840310,28914379,14159401,43073780,2019
9,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,2675407,3756806,6432213,0,0,0,0,0,0,5306614,8277885,13584499,2019
9,21629,KD,KD,Western Global,2,0,0,0,0,0,0,1358616,1201536,2560152,0,0,0,0,0,0,2943828,2318117,5261945,2019
9,21634,KH,KH,Aloha Air Cargo,2,390699,0,0,0,0,390699,390699,0,390699,743115,0,0,0,0,743115,743115,0,743115,2019
9,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,141016,9701,150717,0,0,0,0,0,0,368715,23471,392186,2019
9,20169,L2,L2,Lynden Air Cargo Airlines,1,117491,0,0,0,0,117491,273184,60684,333868,257300,0,0,0,0,257300,614202,171374,785576,2019
9,20151,M6,M6,Amerijet International,2,0,0,0,1036569,1036569,1036569,971269,1102972,2074241,0,0,0,2247051,2247051,2247051,2105494,2390998,4496492,2019
9,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0,0,0,0,0,0,14485,377779,392264,0,0,0,0,0,0,80523,2001703,2082226,2019
9,20108,NC,NC,Northern Air Cargo Inc.,1,279169,0,0,0,0,279169,368557,0,368557,570190,0,0,0,0,570190,747636,0,747636,2019
9,20416,NK,NK,Spirit Air Lines,3,32308811,0,0,3589868,3589868,35898679,32308811,3589868,35898679,66084009,0,0,7342668,7342668,73426677,66084009,7342668,73426677,2019
9,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20304,OO,OO,SkyWest Airlines Inc.,3,8834786,0,0,0,0,8834786,8834786,0,8834786,20313626,0,0,0,0,20313626,20313626,0,20313626,2019
9,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,351884,351884,0,0,0,0,0,0,0,743639,743639,2019
9,20100,PO,PO,Polar Air Cargo Airways,3,2183045,655524,9078100,0,9733624,11916669,2183045,9733624,11916669,4216942,1368117,16932957,0,18301074,22518016,4216942,18301074,22518016,2019
9,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,3723905,0,0,33703,33703,3757608,5029452,78537,5107989,7838208,0,0,66983,66983,7905191,10675385,157036,10832421,2019
9,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,457621,46047,503668,0,0,0,0,0,0,917567,128227,1045794,2019
9,19977,UA,UA,United Air Lines Inc.,3,141650742,76362770,51251749,21997143,149611662,291262404,142963521,149948902,292912423,269880307,146157283,98447438,43893813,288498534,558378841,272383646,289135932,561519578,2019
9,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,0,1083142,1083142,0,0,0,0,0,0,0,2302795,2302795,2019
9,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,29403,24865,54268,0,0,0,0,0,0,19975,16892,36867,2019
9,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,369977,3573437,3943414,0,0,0,0,0,0,808310,8797931,9606241,2019
9,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
9,20452,YX,YX,Republic Airline,3,22895,0,0,0,0,22895,22895,0,22895,46818,0,0,0,0,46818,46818,0,46818,2019
9,19393,WN,WN,Southwest Airlines Co.,3,161363187,0,0,1035797,1035797,162398984,161469375,1035797,162505172,317050854,0,0,2343476,2343476,319394330,317265738,2343476,319609214,2019
